1,1,70,1,No Collection,No Collection,No Collection
13155,42629,8,1,NULL,Field Harvest,No comments
13156,42630,8,1,NULL,Field Harvest,No comments
13157,42631,8,1,NULL,Field Harvest,No comments
13158,42632,8,1,NULL,Field Harvest,No comments
13159,42633,8,1,NULL,Field Harvest,No comments
13160,42634,8,1,NULL,Field Harvest,No comments
13161,42635,8,1,NULL,Field Harvest,No comments
13162,42636,8,1,NULL,Field Harvest,No comments
13163,42637,8,1,NULL,Field Harvest,No comments
13164,42638,8,1,NULL,Field Harvest,No comments
13165,42639,8,1,NULL,Field Harvest,No comments
13166,42640,8,1,NULL,Field Harvest,No comments
13167,42641,8,1,NULL,Field Harvest,No comments
13168,42642,8,1,NULL,Field Harvest,No comments
13169,42643,8,1,NULL,Field Harvest,No comments
13170,42644,8,1,NULL,Field Harvest,No comments
13171,42645,8,1,NULL,Field Harvest,No comments
13172,42646,8,1,NULL,Field Harvest,No comments
13173,42647,8,1,NULL,Field Harvest,No comments
13174,42648,8,1,NULL,Field Harvest,No comments
13175,42649,8,1,NULL,Field Harvest,No comments
13176,42650,8,1,NULL,Field Harvest,No comments
13177,42651,24,1,NULL,Field Harvest,No comments
13178,42652,8,1,NULL,Field Harvest,No comments
13179,42653,8,1,NULL,Field Harvest,No comments
13180,42654,8,1,NULL,Field Harvest,No comments
13181,42655,24,1,NULL,Field Harvest,No comments
13182,42656,8,1,NULL,Field Harvest,No comments
13183,42657,24,1,NULL,Field Harvest,No comments
13184,42658,8,1,NULL,Field Harvest,No comments
13185,42659,8,1,NULL,Field Harvest,No comments
13186,42660,24,1,NULL,Field Harvest,No comments
13187,42661,8,1,NULL,Field Harvest,No comments
13188,42662,8,1,NULL,Field Harvest,No comments
13189,42663,8,1,NULL,Field Harvest,No comments
13190,42664,8,1,NULL,Field Harvest,No comments
13191,42665,8,1,NULL,Field Harvest,No comments
13192,42666,8,1,NULL,Field Harvest,No comments
13193,42667,8,1,NULL,Field Harvest,No comments
13194,42668,8,1,NULL,Field Harvest,No comments
13195,42669,8,1,NULL,Field Harvest,No comments
13196,42670,8,1,NULL,Field Harvest,No comments
13197,42671,8,1,NULL,Field Harvest,No comments
13198,42672,8,1,NULL,Field Harvest,No comments
13199,42673,8,1,NULL,Field Harvest,No comments
13200,42674,8,1,NULL,Field Harvest,No comments
13201,42675,8,1,NULL,Field Harvest,No comments
13202,42677,8,1,NULL,Field Harvest,No comments
13203,42678,8,1,NULL,Field Harvest,No comments
13204,42679,8,1,NULL,Field Harvest,No comments
13205,42681,8,1,NULL,Field Harvest,No comments
13206,42682,8,1,NULL,Field Harvest,No comments
13207,42683,8,1,NULL,Field Harvest,No comments
13208,42684,8,1,NULL,Field Harvest,No comments
13209,42685,8,1,NULL,Field Harvest,No comments
13210,42686,8,1,NULL,Field Harvest,No comments
13211,42687,8,1,NULL,Field Harvest,No comments
13212,42708,8,1,NULL,Field Harvest,No comments
13213,42709,8,1,NULL,Field Harvest,No comments
13214,42710,8,1,NULL,Field Harvest,No comments
13215,42711,8,1,NULL,Field Harvest,No comments
13216,42712,8,1,NULL,Field Harvest,No comments
13217,42713,8,1,NULL,Field Harvest,No comments
13218,42714,8,1,NULL,Field Harvest,No comments
13219,42715,8,1,NULL,Field Harvest,No comments
13220,42716,8,1,NULL,Field Harvest,No comments
13221,42718,8,1,NULL,Field Harvest,No comments
13222,42720,8,1,NULL,Field Harvest,No comments
13223,42722,8,1,NULL,Field Harvest,No comments
13224,42724,8,1,NULL,Field Harvest,No comments
13225,42725,8,1,NULL,Field Harvest,No comments
13226,42726,8,1,NULL,Field Harvest,No comments
13227,42727,8,1,NULL,Field Harvest,No comments
13228,42729,8,1,NULL,Field Harvest,No comments
13229,42730,8,1,NULL,Field Harvest,No comments
13230,42732,8,1,NULL,Field Harvest,No comments
13231,42734,8,1,NULL,Field Harvest,No comments
13232,42735,8,1,NULL,Field Harvest,No comments
13233,42736,8,1,NULL,Field Harvest,No comments
13234,42738,8,1,NULL,Field Harvest,No comments
13235,42741,8,1,NULL,Field Harvest,No comments
13236,42742,8,1,NULL,Field Harvest,No comments
13237,42744,8,1,NULL,Field Harvest,No comments
13238,42747,8,1,NULL,Field Harvest,No comments
13239,42748,8,1,NULL,Field Harvest,No comments
13240,42749,8,1,NULL,Field Harvest,No comments
13241,42750,8,1,NULL,Field Harvest,No comments
13242,42751,8,1,NULL,Field Harvest,No comments
13243,43866,3,1,NULL,Field Harvest,No comments
13244,43867,2,1,NULL,Field Harvest,No comments
13245,43868,3,1,NULL,Field Harvest,No comments
13246,43869,24,1,NULL,Field Harvest,No comments
13247,43872,24,1,NULL,Field Harvest,No comments
13248,43873,2,1,NULL,Field Harvest,No comments
13249,43875,24,1,NULL,Field Harvest,No comments
13250,43876,24,1,NULL,Field Harvest,No comments
13251,43877,3,1,NULL,Field Harvest,No comments
13252,43879,3,1,NULL,Field Harvest,No comments
13253,43880,3,1,NULL,Field Harvest,No comments
13254,43882,3,1,NULL,Field Harvest,No comments
13255,43884,24,1,NULL,Field Harvest,No comments
13256,43885,2,1,NULL,Field Harvest,No comments
13257,43886,24,1,NULL,Field Harvest,No comments
13258,43887,3,1,NULL,Field Harvest,No comments
13259,43888,3,1,NULL,Field Harvest,No comments
13260,43889,2,1,NULL,Field Harvest,No comments
13261,43890,24,1,NULL,Field Harvest,No comments
13262,43891,24,1,NULL,Field Harvest,No comments
13263,43896,24,1,NULL,Field Harvest,No comments
13264,43897,24,1,NULL,Field Harvest,No comments
13265,43898,3,1,NULL,Field Harvest,No comments
13266,43899,3,1,NULL,Field Harvest,No comments
13267,43900,3,1,NULL,Field Harvest,No comments
13268,43901,3,1,NULL,Field Harvest,No comments
13269,43904,1,1,NULL,Field Harvest,No comments
13270,43917,2,1,NULL,Field Harvest,No comments
13271,43921,2,1,NULL,Field Harvest,No comments
13272,43923,2,1,NULL,Field Harvest,No comments
13273,43924,2,1,NULL,Field Harvest,No comments
13274,43926,2,1,NULL,Field Harvest,No comments
13275,43927,2,1,NULL,Field Harvest,No comments
13276,43929,24,1,NULL,Field Harvest,No comments
13277,43930,24,1,NULL,Field Harvest,No comments
13278,43932,2,1,NULL,Field Harvest,No comments
13279,43933,2,1,NULL,Field Harvest,No comments
13280,43935,24,1,NULL,Field Harvest,No comments
13281,43936,24,1,NULL,Field Harvest,No comments
13282,43938,2,1,NULL,Field Harvest,No comments
13283,43939,2,1,NULL,Field Harvest,No comments
13284,43941,2,1,NULL,Field Harvest,No comments
13285,43942,2,1,NULL,Field Harvest,No comments
13286,43944,24,1,NULL,Field Harvest,No comments
13287,43945,24,1,NULL,Field Harvest,No comments
13288,43947,2,1,NULL,Field Harvest,No comments
13289,43948,2,1,NULL,Field Harvest,No comments
13290,43951,24,1,NULL,Field Harvest,No comments
13291,43952,24,1,NULL,Field Harvest,No comments
13292,43953,24,1,NULL,Field Harvest,No comments
13293,43954,24,1,NULL,Field Harvest,No comments
13294,43955,24,1,NULL,Field Harvest,No comments
13295,43958,24,1,NULL,Field Harvest,No comments
13296,43960,24,1,NULL,Field Harvest,No comments
13297,43961,24,1,NULL,Field Harvest,No comments
13298,43962,24,1,NULL,Field Harvest,No comments
13299,43963,24,1,NULL,Field Harvest,No comments
13300,43964,24,1,NULL,Field Harvest,No comments
13301,43965,24,1,NULL,Field Harvest,No comments
13302,43967,24,1,NULL,Field Harvest,No comments
13303,43968,24,1,NULL,Field Harvest,No comments
13304,43969,24,1,NULL,Field Harvest,No comments
13305,43970,24,1,NULL,Field Harvest,No comments
13306,43971,24,1,NULL,Field Harvest,No comments
13307,43972,24,1,NULL,Field Harvest,No comments
13308,43973,24,1,NULL,Field Harvest,No comments
13309,43974,24,1,NULL,Field Harvest,No comments
13310,43975,24,1,NULL,Field Harvest,No comments
13311,43977,24,1,NULL,Field Harvest,No comments
13312,43978,24,1,NULL,Field Harvest,No comments
13313,43979,24,1,NULL,Field Harvest,No comments
13314,43980,24,1,NULL,Field Harvest,No comments
13315,43981,24,1,NULL,Field Harvest,No comments
13316,43982,24,1,NULL,Field Harvest,No comments
13317,43983,24,1,NULL,Field Harvest,No comments
13318,43984,24,1,NULL,Field Harvest,No comments
13319,43985,24,1,NULL,Field Harvest,No comments
13320,43986,24,1,NULL,Field Harvest,No comments
13321,43987,24,1,NULL,Field Harvest,No comments
13322,43988,24,1,NULL,Field Harvest,No comments
13323,43990,24,1,NULL,Field Harvest,No comments
13324,43991,24,1,NULL,Field Harvest,No comments
13325,43992,24,1,NULL,Field Harvest,No comments
13326,43993,24,1,NULL,Field Harvest,No comments
13327,43994,24,1,NULL,Field Harvest,No comments
13328,43995,24,1,NULL,Field Harvest,No comments
13329,43996,24,1,NULL,Field Harvest,No comments
13330,43997,24,1,NULL,Field Harvest,No comments
13331,43998,24,1,NULL,Field Harvest,No comments
13332,43999,24,1,NULL,Field Harvest,No comments
13333,44000,24,1,NULL,Field Harvest,No comments
13334,44001,24,1,NULL,Field Harvest,No comments
13335,44002,24,1,NULL,Field Harvest,No comments
13336,44003,24,1,NULL,Field Harvest,No comments
13337,44005,24,1,NULL,Field Harvest,No comments
13338,44006,24,1,NULL,Field Harvest,No comments
13339,44007,24,1,NULL,Field Harvest,No comments
13340,44008,24,1,NULL,Field Harvest,No comments
13341,44009,24,1,NULL,Field Harvest,No comments
13342,44011,24,1,NULL,Field Harvest,No comments
13343,44013,24,1,NULL,Field Harvest,No comments
13344,44015,24,1,NULL,Field Harvest,No comments
13345,44016,24,1,NULL,Field Harvest,No comments
13346,44017,24,1,NULL,Field Harvest,No comments
13347,44019,24,1,NULL,Field Harvest,No comments
13348,44020,24,1,NULL,Field Harvest,No comments
13349,44021,24,1,NULL,Field Harvest,No comments
13350,44022,24,1,NULL,Field Harvest,No comments
13351,44023,24,1,NULL,Field Harvest,No comments
13352,44024,24,1,NULL,Field Harvest,No comments
13353,44025,24,1,NULL,Field Harvest,No comments
13354,44026,24,1,NULL,Field Harvest,No comments
13355,44027,24,1,NULL,Field Harvest,No comments
13356,44029,24,1,NULL,Field Harvest,No comments
13357,44030,24,1,NULL,Field Harvest,No comments
13358,44031,24,1,NULL,Field Harvest,No comments
13359,44032,24,1,NULL,Field Harvest,No comments
13360,44033,24,1,NULL,Field Harvest,No comments
13361,44035,24,1,NULL,Field Harvest,No comments
13362,44036,24,1,NULL,Field Harvest,No comments
13363,44037,24,1,NULL,Field Harvest,No comments
13364,44038,24,1,NULL,Field Harvest,No comments
13365,44040,24,1,NULL,Field Harvest,No comments
13366,44041,24,1,NULL,Field Harvest,No comments
13367,44042,24,1,NULL,Field Harvest,No comments
13368,44043,24,1,NULL,Field Harvest,No comments
13369,44044,24,1,NULL,Field Harvest,No comments
13370,44045,24,1,NULL,Field Harvest,No comments
13371,44046,24,1,NULL,Field Harvest,No comments
13372,44047,24,1,NULL,Field Harvest,No comments
13373,44048,24,1,NULL,Field Harvest,No comments
13374,44049,24,1,NULL,Field Harvest,No comments
13375,44050,24,1,NULL,Field Harvest,No comments
13376,44051,24,1,NULL,Field Harvest,No comments
13377,44052,24,1,NULL,Field Harvest,No comments
13378,44053,24,1,NULL,Field Harvest,No comments
13379,44054,24,1,NULL,Field Harvest,No comments
13380,44055,24,1,NULL,Field Harvest,No comments
13381,44056,24,1,NULL,Field Harvest,No comments
13382,44057,24,1,NULL,Field Harvest,No comments
13383,44058,24,1,NULL,Field Harvest,No comments
13384,44060,24,1,NULL,Field Harvest,No comments
13385,44061,24,1,NULL,Field Harvest,No comments
13386,44062,24,1,NULL,Field Harvest,No comments
13387,44063,24,1,NULL,Field Harvest,No comments
13388,44065,24,1,NULL,Field Harvest,No comments
13389,44066,24,1,NULL,Field Harvest,No comments
13390,44067,24,1,NULL,Field Harvest,No comments
13391,44069,24,1,NULL,Field Harvest,No comments
13392,44070,24,1,NULL,Field Harvest,No comments
13393,44072,24,1,NULL,Field Harvest,No comments
13394,44073,24,1,NULL,Field Harvest,No comments
13395,44074,24,1,NULL,Field Harvest,No comments
13396,44076,24,1,NULL,Field Harvest,No comments
13397,44077,24,1,NULL,Field Harvest,No comments
13398,44078,24,1,NULL,Field Harvest,No comments
13399,44080,24,1,NULL,Field Harvest,No comments
13400,44081,24,1,NULL,Field Harvest,No comments
13401,44082,24,1,NULL,Field Harvest,No comments
13402,44083,24,1,NULL,Field Harvest,No comments
13403,44084,24,1,NULL,Field Harvest,No comments
13404,44085,24,1,NULL,Field Harvest,No comments
13405,44086,24,1,NULL,Field Harvest,No comments
13406,44087,24,1,NULL,Field Harvest,No comments
13407,44088,24,1,NULL,Field Harvest,No comments
13408,44089,24,1,NULL,Field Harvest,No comments
13409,44090,24,1,NULL,Field Harvest,No comments
13410,44091,24,1,NULL,Field Harvest,No comments
13411,44123,24,1,NULL,Field Harvest,No comments
13412,44124,24,1,NULL,Field Harvest,No comments
13413,44125,24,1,NULL,Field Harvest,No comments
13414,44126,24,1,NULL,Field Harvest,No comments
13415,44127,24,1,NULL,Field Harvest,No comments
13416,44128,24,1,NULL,Field Harvest,No comments
13417,44129,24,1,NULL,Field Harvest,No comments
13418,44130,24,1,NULL,Field Harvest,No comments
13419,44131,24,1,NULL,Field Harvest,No comments
13420,44132,2,1,NULL,Field Harvest,No comments
13421,44133,24,1,NULL,Field Harvest,No comments
13422,44134,24,1,NULL,Field Harvest,No comments
13423,44135,24,1,NULL,Field Harvest,No comments
13424,44136,24,1,NULL,Field Harvest,No comments
13425,44138,24,1,NULL,Field Harvest,No comments
13426,44139,24,1,NULL,Field Harvest,No comments
13427,44140,24,1,NULL,Field Harvest,No comments
13428,44141,24,1,NULL,Field Harvest,No comments
13429,44142,24,1,NULL,Field Harvest,No comments
13430,44143,24,1,NULL,Field Harvest,No comments
13431,44144,24,1,NULL,Field Harvest,No comments
13432,44145,24,1,NULL,Field Harvest,No comments
13433,44146,24,1,NULL,Field Harvest,No comments
13434,44147,24,1,NULL,Field Harvest,No comments
13435,44148,24,1,NULL,Field Harvest,No comments
13436,44149,24,1,NULL,Field Harvest,No comments
13437,44150,24,1,NULL,Field Harvest,No comments
13438,44152,2,1,NULL,Field Harvest,No comments
13439,44153,24,1,NULL,Field Harvest,No comments
13440,44154,24,1,NULL,Field Harvest,No comments
13441,44155,24,1,NULL,Field Harvest,No comments
13442,44156,24,1,NULL,Field Harvest,No comments
13443,44157,24,1,NULL,Field Harvest,No comments
13444,44158,24,1,NULL,Field Harvest,No comments
13445,44159,24,1,NULL,Field Harvest,No comments
13446,44160,24,1,NULL,Field Harvest,No comments
13447,44161,24,1,NULL,Field Harvest,No comments
13448,44162,2,1,NULL,Field Harvest,No comments
13449,44163,24,1,NULL,Field Harvest,No comments
13450,44164,24,1,NULL,Field Harvest,No comments
13451,44166,24,1,NULL,Field Harvest,No comments
13452,44167,24,1,NULL,Field Harvest,No comments
13453,44168,24,1,NULL,Field Harvest,No comments
13454,44169,24,1,NULL,Field Harvest,No comments
13455,44170,24,1,NULL,Field Harvest,No comments
13456,44171,24,1,NULL,Field Harvest,No comments
13457,44172,24,1,NULL,Field Harvest,No comments
13458,44173,24,1,NULL,Field Harvest,No comments
13459,44174,2,1,NULL,Field Harvest,No comments
13460,44175,24,1,NULL,Field Harvest,No comments
13461,44177,24,1,NULL,Field Harvest,No comments
13462,44178,24,1,NULL,Field Harvest,No comments
13463,44179,24,1,NULL,Field Harvest,No comments
13464,44180,24,1,NULL,Field Harvest,No comments
13465,44181,24,1,NULL,Field Harvest,No comments
13466,44182,24,1,NULL,Field Harvest,No comments
13467,44183,24,1,NULL,Field Harvest,No comments
13468,44184,24,1,NULL,Field Harvest,No comments
13469,44185,24,1,NULL,Field Harvest,No comments
13470,44186,24,1,NULL,Field Harvest,No comments
13471,44187,24,1,NULL,Field Harvest,No comments
13472,44188,24,1,NULL,Field Harvest,No comments
13473,44189,24,1,NULL,Field Harvest,No comments
13474,44190,24,1,NULL,Field Harvest,No comments
13475,44192,2,1,NULL,Field Harvest,No comments
13476,44193,24,1,NULL,Field Harvest,No comments
13477,44194,24,1,NULL,Field Harvest,No comments
13478,44195,24,1,NULL,Field Harvest,No comments
13479,44196,24,1,NULL,Field Harvest,No comments
13480,44197,24,1,NULL,Field Harvest,No comments
13481,44198,24,1,NULL,Field Harvest,No comments
13482,44199,24,1,NULL,Field Harvest,No comments
13483,44201,24,1,NULL,Field Harvest,No comments
13484,44202,24,1,NULL,Field Harvest,No comments
13485,44203,24,1,NULL,Field Harvest,No comments
13486,44204,24,1,NULL,Field Harvest,No comments
13487,44205,24,1,NULL,Field Harvest,No comments
13488,44206,2,1,NULL,Field Harvest,No comments
13489,44207,24,1,NULL,Field Harvest,No comments
13490,44208,24,1,NULL,Field Harvest,No comments
13491,44209,24,1,NULL,Field Harvest,No comments
13492,44210,24,1,NULL,Field Harvest,No comments
13493,44211,24,1,NULL,Field Harvest,No comments
13494,44212,24,1,NULL,Field Harvest,No comments
13495,44213,24,1,NULL,Field Harvest,No comments
13496,44214,24,1,NULL,Field Harvest,No comments
13497,44215,24,1,NULL,Field Harvest,No comments
13498,44216,24,1,NULL,Field Harvest,No comments
13499,44218,24,1,NULL,Field Harvest,No comments
13500,44219,24,1,NULL,Field Harvest,No comments
13501,44220,24,1,NULL,Field Harvest,No comments
13502,44221,24,1,NULL,Field Harvest,No comments
13503,44222,24,1,NULL,Field Harvest,No comments
13504,44223,2,1,NULL,Field Harvest,No comments
13505,44224,24,1,NULL,Field Harvest,No comments
13506,44225,24,1,NULL,Field Harvest,No comments
13507,44226,24,1,NULL,Field Harvest,No comments
13508,44227,24,1,NULL,Field Harvest,No comments
13509,44228,24,1,NULL,Field Harvest,No comments
13510,44229,24,1,NULL,Field Harvest,No comments
13511,44231,24,1,NULL,Field Harvest,No comments
13512,44232,24,1,NULL,Field Harvest,No comments
13513,44233,24,1,NULL,Field Harvest,No comments
13514,44234,24,1,NULL,Field Harvest,No comments
13515,44235,24,1,NULL,Field Harvest,No comments
13516,44236,24,1,NULL,Field Harvest,No comments
13517,44237,24,1,NULL,Field Harvest,No comments
13518,44238,24,1,NULL,Field Harvest,No comments
13519,44239,2,1,NULL,Field Harvest,No comments
13520,44240,24,1,NULL,Field Harvest,No comments
13521,44241,24,1,NULL,Field Harvest,No comments
13522,44242,24,1,NULL,Field Harvest,No comments
13523,44243,24,1,NULL,Field Harvest,No comments
13524,44244,24,1,NULL,Field Harvest,No comments
13525,44245,24,1,NULL,Field Harvest,No comments
13526,44246,24,1,NULL,Field Harvest,No comments
13527,44247,24,1,NULL,Field Harvest,No comments
13528,44248,24,1,NULL,Field Harvest,No comments
13529,44249,24,1,NULL,Field Harvest,No comments
13530,44250,2,1,NULL,Field Harvest,No comments
13531,44251,24,1,NULL,Field Harvest,No comments
13532,44252,24,1,NULL,Field Harvest,No comments
13533,44254,24,1,NULL,Field Harvest,No comments
13534,44255,24,1,NULL,Field Harvest,No comments
13535,44256,24,1,NULL,Field Harvest,No comments
13536,44257,24,1,NULL,Field Harvest,No comments
13537,44258,24,1,NULL,Field Harvest,No comments
13538,44259,24,1,NULL,Field Harvest,No comments
13539,44261,24,1,NULL,Field Harvest,No comments
13540,44262,24,1,NULL,Field Harvest,No comments
13541,44263,24,1,NULL,Field Harvest,No comments
13542,44264,24,1,NULL,Field Harvest,No comments
13543,44265,24,1,NULL,Field Harvest,No comments
13544,44266,24,1,NULL,Field Harvest,No comments
13545,44267,24,1,NULL,Field Harvest,No comments
13546,44268,2,1,NULL,Field Harvest,No comments
13547,44269,24,1,NULL,Field Harvest,No comments
13548,44270,24,1,NULL,Field Harvest,No comments
13549,44271,24,1,NULL,Field Harvest,No comments
13550,44272,24,1,NULL,Field Harvest,No comments
13551,44273,24,1,NULL,Field Harvest,No comments
13552,44274,24,1,NULL,Field Harvest,No comments
13553,44275,24,1,NULL,Field Harvest,No comments
13554,44276,2,1,NULL,Field Harvest,No comments
13555,44277,24,1,NULL,Field Harvest,No comments
13556,44278,24,1,NULL,Field Harvest,No comments
13557,44279,24,1,NULL,Field Harvest,No comments
13558,44280,24,1,NULL,Field Harvest,No comments
13559,44282,24,1,NULL,Field Harvest,No comments
13560,44283,24,1,NULL,Field Harvest,No comments
13561,44284,24,1,NULL,Field Harvest,No comments
13562,44285,24,1,NULL,Field Harvest,No comments
13563,44286,24,1,NULL,Field Harvest,No comments
13564,44287,24,1,NULL,Field Harvest,No comments
13565,44288,2,1,NULL,Field Harvest,No comments
13566,44289,24,1,NULL,Field Harvest,No comments
13567,44290,24,1,NULL,Field Harvest,No comments
13568,44291,24,1,NULL,Field Harvest,No comments
13569,44293,24,1,NULL,Field Harvest,No comments
13570,44294,24,1,NULL,Field Harvest,No comments
13571,44295,24,1,NULL,Field Harvest,No comments
13572,44296,24,1,NULL,Field Harvest,No comments
13573,44297,24,1,NULL,Field Harvest,No comments
13574,44298,24,1,NULL,Field Harvest,No comments
13575,44299,24,1,NULL,Field Harvest,No comments
13576,44300,24,1,NULL,Field Harvest,No comments
13577,44301,24,1,NULL,Field Harvest,No comments
13578,44302,24,1,NULL,Field Harvest,No comments
13579,44303,24,1,NULL,Field Harvest,No comments
13580,44304,24,1,NULL,Field Harvest,No comments
13581,44305,24,1,NULL,Field Harvest,No comments
13582,44306,2,1,NULL,Field Harvest,No comments
13583,44307,24,1,NULL,Field Harvest,No comments
13584,44308,24,1,NULL,Field Harvest,No comments
13585,44309,24,1,NULL,Field Harvest,No comments
13586,44310,24,1,NULL,Field Harvest,No comments
13587,44312,24,1,NULL,Field Harvest,No comments
13588,44313,24,1,NULL,Field Harvest,No comments
13589,44314,24,1,NULL,Field Harvest,No comments
13590,44315,24,1,NULL,Field Harvest,No comments
13591,44316,24,1,NULL,Field Harvest,No comments
13592,44317,24,1,NULL,Field Harvest,No comments
13593,44318,24,1,NULL,Field Harvest,No comments
13594,44319,24,1,NULL,Field Harvest,No comments
13595,44320,24,1,NULL,Field Harvest,No comments
13596,44322,24,1,NULL,Field Harvest,No comments
13597,44324,24,1,NULL,Field Harvest,No comments
13598,44325,24,1,NULL,Field Harvest,No comments
13599,44326,24,1,NULL,Field Harvest,No comments
13600,44327,24,1,NULL,Field Harvest,No comments
13601,44328,24,1,NULL,Field Harvest,No comments
13602,44329,2,1,NULL,Field Harvest,No comments
13603,44330,24,1,NULL,Field Harvest,No comments
13604,44331,24,1,NULL,Field Harvest,No comments
13605,44332,24,1,NULL,Field Harvest,No comments
13606,44333,24,1,NULL,Field Harvest,No comments
13607,44334,24,1,NULL,Field Harvest,No comments
13608,44335,24,1,NULL,Field Harvest,No comments
13609,44336,2,1,NULL,Field Harvest,No comments
13610,44337,24,1,NULL,Field Harvest,No comments
13611,44338,24,1,NULL,Field Harvest,No comments
13612,44339,24,1,NULL,Field Harvest,No comments
13613,44340,24,1,NULL,Field Harvest,No comments
13614,44341,24,1,NULL,Field Harvest,No comments
13615,44342,24,1,NULL,Field Harvest,No comments
13616,44343,24,1,NULL,Field Harvest,No comments
13617,44344,24,1,NULL,Field Harvest,No comments
13618,44346,24,1,NULL,Field Harvest,No comments
13619,44347,24,1,NULL,Field Harvest,No comments
13620,44348,24,1,NULL,Field Harvest,No comments
13621,44349,24,1,NULL,Field Harvest,No comments
13622,44350,24,1,NULL,Field Harvest,No comments
13623,44351,24,1,NULL,Field Harvest,No comments
13624,44352,24,1,NULL,Field Harvest,No comments
13625,44354,24,1,NULL,Field Harvest,No comments
13626,44355,24,1,NULL,Field Harvest,No comments
13627,44356,24,1,NULL,Field Harvest,No comments
13628,44357,24,1,NULL,Field Harvest,No comments
13629,44358,24,1,NULL,Field Harvest,No comments
13630,44359,24,1,NULL,Field Harvest,No comments
13631,44360,24,1,NULL,Field Harvest,No comments
13632,44361,24,1,NULL,Field Harvest,No comments
13633,44362,2,1,NULL,Field Harvest,No comments
13634,44363,24,1,NULL,Field Harvest,No comments
13635,44364,24,1,NULL,Field Harvest,No comments
13636,44365,24,1,NULL,Field Harvest,No comments
13637,44366,24,1,NULL,Field Harvest,No comments
13638,44367,24,1,NULL,Field Harvest,No comments
13639,44368,24,1,NULL,Field Harvest,No comments
13640,44369,24,1,NULL,Field Harvest,No comments
13641,44370,24,1,NULL,Field Harvest,No comments
13642,44372,24,1,NULL,Field Harvest,No comments
13643,44373,24,1,NULL,Field Harvest,No comments
13644,44374,24,1,NULL,Field Harvest,No comments
13645,44375,24,1,NULL,Field Harvest,No comments
13646,44376,24,1,NULL,Field Harvest,No comments
13647,44377,2,1,NULL,Field Harvest,No comments
13648,44378,24,1,NULL,Field Harvest,No comments
13649,44379,24,1,NULL,Field Harvest,No comments
13650,44380,24,1,NULL,Field Harvest,No comments
13651,44381,24,1,NULL,Field Harvest,No comments
13652,44382,24,1,NULL,Field Harvest,No comments
13653,44383,24,1,NULL,Field Harvest,No comments
13654,44385,24,1,NULL,Field Harvest,No comments
13655,44386,24,1,NULL,Field Harvest,No comments
13656,44387,24,1,NULL,Field Harvest,No comments
13657,44388,24,1,NULL,Field Harvest,No comments
13658,44389,2,1,NULL,Field Harvest,No comments
13659,44390,24,1,NULL,Field Harvest,No comments
13660,44391,24,1,NULL,Field Harvest,No comments
13661,44392,24,1,NULL,Field Harvest,No comments
13662,44393,24,1,NULL,Field Harvest,No comments
13663,44394,24,1,NULL,Field Harvest,No comments
13664,44395,24,1,NULL,Field Harvest,No comments
13665,44396,24,1,NULL,Field Harvest,No comments
13666,44397,24,1,NULL,Field Harvest,No comments
13667,44398,24,1,NULL,Field Harvest,No comments
13668,44399,24,1,NULL,Field Harvest,No comments
13669,44400,24,1,NULL,Field Harvest,No comments
13670,44401,24,1,NULL,Field Harvest,No comments
13671,44403,24,1,NULL,Field Harvest,No comments
13672,44404,24,1,NULL,Field Harvest,No comments
13673,44405,2,1,NULL,Field Harvest,No comments
13674,44406,24,1,NULL,Field Harvest,No comments
13675,44407,24,1,NULL,Field Harvest,No comments
13676,44408,24,1,NULL,Field Harvest,No comments
13677,44409,24,1,NULL,Field Harvest,No comments
13678,44410,24,1,NULL,Field Harvest,No comments
13679,44411,24,1,NULL,Field Harvest,No comments
13680,44412,24,1,NULL,Field Harvest,No comments
13681,44413,24,1,NULL,Field Harvest,No comments
13682,44414,24,1,NULL,Field Harvest,No comments
13683,44415,24,1,NULL,Field Harvest,No comments
13684,44416,2,1,NULL,Field Harvest,No comments
13685,44417,24,1,NULL,Field Harvest,No comments
13686,44419,24,1,NULL,Field Harvest,No comments
13687,44420,24,1,NULL,Field Harvest,No comments
13688,44421,24,1,NULL,Field Harvest,No comments
13689,44423,24,1,NULL,Field Harvest,No comments
13690,44424,24,1,NULL,Field Harvest,No comments
13691,44425,24,1,NULL,Field Harvest,No comments
13692,44426,24,1,NULL,Field Harvest,No comments
13693,44427,24,1,NULL,Field Harvest,No comments
13694,44428,24,1,NULL,Field Harvest,No comments
13695,44429,24,1,NULL,Field Harvest,No comments
13696,44430,24,1,NULL,Field Harvest,No comments
13697,44431,24,1,NULL,Field Harvest,No comments
13698,44432,2,1,NULL,Field Harvest,No comments
13699,44433,24,1,NULL,Field Harvest,No comments
13700,44434,24,1,NULL,Field Harvest,No comments
13701,44435,24,1,NULL,Field Harvest,No comments
13702,44436,24,1,NULL,Field Harvest,No comments
13703,44437,24,1,NULL,Field Harvest,No comments
13704,44438,24,1,NULL,Field Harvest,No comments
13705,44440,24,1,NULL,Field Harvest,No comments
13706,44441,24,1,NULL,Field Harvest,No comments
13707,44442,24,1,NULL,Field Harvest,No comments
13708,44443,24,1,NULL,Field Harvest,No comments
13709,44444,24,1,NULL,Field Harvest,No comments
13710,44445,24,1,NULL,Field Harvest,No comments
13711,44446,24,1,NULL,Field Harvest,No comments
13712,44447,24,1,NULL,Field Harvest,No comments
13713,44448,24,1,NULL,Field Harvest,No comments
