Plot ID,Experiment Name,Source Seed ID,Seed Name,Population,Pedigree,Field Name,Plot Name,Range,Row,Block,Rep,Kernel Num,Planting Date,Harvest Date,Plot Comments,,
16GM1108,16GM,PBK CL13 R10946-1,,,,CFAR600,DRIL41.141,31,34,,2,20,5/20/16,,Goss' wilt,,
16GM1107,16GM,PBK CL13 R10913-1,,,,CFAR600,DRIL41.106,31,35,,2,20,5/20/16,,Goss' wilt,,
16GM1106,16GM,PBK CL13 R10926-2,,,,CFAR600,DRIL41.119,31,36,,2,20,5/20/16,,Goss' wilt,,
16GM1105,16GM,041:55(x)-Bulk,,,Mo17,CFAR600,Mo17,31,37,,2,20,5/20/16,,Goss' wilt,,
16GM1104,16GM,PBK CL13 R10908-1,,,,CFAR600,DRIL41.101,31,38,,2,20,5/20/16,,Goss' wilt,,
16GM1103,16GM,PBK CL13 R10917-1,,,,CFAR600,DRIL41.110,31,39,,2,20,5/20/16,,Goss' wilt,,
16GM1102,16GM,PBK CL13 R10823-1,,,,CFAR600,DRIL41.001,31,40,,2,20,5/20/16,,Goss' wilt,,
16GM1101,16GM,PBK CL13 R10896-1,,,,CFAR600,DRIL41.088,31,41,,2,20,5/20/16,,Goss' wilt,,
16GM1100,16GM,PBK CL13 R10892-1,,,,CFAR600,DRIL41.084,31,42,,2,20,5/20/16,,Goss' wilt,,
16GM1099,16GM,PBK CL13 R10952-1,,,,CFAR600,DRIL41.147,31,43,,2,20,5/20/16,,Goss' wilt,,
16GM1098,16GM,PBK CL13 R10932-1,,,,CFAR600,DRIL41.125,31,44,,2,20,5/20/16,,Goss' wilt,,
16GM1097,16GM,PBK CL13 R10924-1,,,,CFAR600,DRIL41.117,31,45,,2,20,5/20/16,,Goss' wilt,,
16GM1096,16GM,PBK CL13 R10825-1,,,,CFAR600,DRIL41.004,31,46,,2,20,5/20/16,,Goss' wilt,,
16GM1095,16GM,PBK CL13 R10865-1,,,,CFAR600,DRIL41.054,31,47,,2,20,5/20/16,,Goss' wilt,,
16GM1094,16GM,PBK CL13 R10915-1,,,,CFAR600,DRIL41.108,31,48,,2,20,5/20/16,,Goss' wilt,,
16GM1093,16GM,PBK CL13 R10903-1,,,,CFAR600,DRIL41.095,31,49,,2,20,5/20/16,,Goss' wilt,,
16GM1092,16GM,PBK CL13 R10863-1,,,,CFAR600,DRIL41.052,31,50,,2,20,5/20/16,,Goss' wilt,,
16GM1091,16GM,PBK CL13 R10872-1,,,,CFAR600,DRIL41.062,31,51,,2,20,5/20/16,,Goss' wilt,,
16GM1090,16GM,PBK CL13 R10854-1,,,,CFAR600,DRIL41.042,31,52,,2,20,5/20/16,,Goss' wilt,,
16GM1089,16GM,PBK CL13 R10888-1,,,,CFAR600,DRIL41.080,31,53,,2,20,5/20/16,,Goss' wilt,,
16GM1088,16GM,PBK CL13 R10844-1,,,,CFAR600,DRIL41.029,31,54,,2,20,5/20/16,,Goss' wilt,,
16GM1087,16GM,PBK CL13 R10869-1,,,,CFAR600,DRIL41.059,31,55,,2,20,5/20/16,,Goss' wilt,,
16GM1086,16GM,PBK CL13 R10835-1,,,,CFAR600,DRIL41.019,31,56,,2,20,5/20/16,,Goss' wilt,,
16GM1085,16GM,PBK CL13 R10902-1,,,,CFAR600,DRIL41.094,31,57,,2,20,5/20/16,,Goss' wilt,,
16GM1084,16GM,081:406-1,,,B73,CFAR600,B73,31,58,,2,20,5/20/16,,Goss' wilt,,
16GM1083,16GM,PBK CL13 R10934-1,,,,CFAR600,DRIL41.128,31,59,,2,20,5/20/16,,Goss' wilt,,
16GM1082,16GM,011:1004x1003-Bulk,,,B73xMo17,CFAR600,Mo17xB73,31,60,,2,20,5/20/16,,Goss' wilt,,
16GM1081,16GM,PBK CL13 R10898-1,,,,CFAR600,DRIL41.090,31,61,,2,20,5/20/16,,Goss' wilt,,
16GM1080,16GM,PBK CL13 R10867-1,,,,CFAR600,DRIL41.057,31,62,,2,20,5/20/16,,Goss' wilt,,
16GM1079,16GM,PBK CL13 R10901-2,,,,CFAR600,DRIL41.093,31,63,,2,20,5/20/16,,Goss' wilt,,
16GM1078,16GM,PBK CL13 R10895-1,,,,CFAR600,DRIL41.087,31,64,,2,20,5/20/16,,Goss' wilt,,
16GM1077,16GM,PBK CL13 R10847-1,,,,CFAR600,DRIL41.032,31,65,,2,20,5/20/16,,Goss' wilt,,
16GM1076,16GM,PBK CL13 R10862-1,,,,CFAR600,DRIL41.051,31,66,,2,20,5/20/16,,Goss' wilt,,
16GM1075,16GM,PBK CL13 R10873-1,,,,CFAR600,DRIL41.063,31,67,,2,20,5/20/16,,Goss' wilt,,
16GM1074,16GM,PBK CL13 R10921-1,,,,CFAR600,DRIL41.114,31,68,,2,20,5/20/16,,Goss' wilt,,
16GM1073,16GM,PBK CL13 R10874-1,,,,CFAR600,DRIL41.064,31,69,,2,20,5/20/16,,Goss' wilt,,
16GM1072,16GM,PBK CL13 R10942-1,,,,CFAR600,DRIL41.137,31,70,,2,20,5/20/16,,Goss' wilt,,
16GM1071,16GM,PBK CL13 R10858-1,,,,CFAR600,DRIL41.046,31,71,,2,20,5/20/16,,Goss' wilt,,
16GM1070,16GM,PBK CL13 R10928-2,,,,CFAR600,DRIL41.121,31,72,,2,20,5/20/16,,Goss' wilt,,
16GM1069,16GM,PBK CL13 R10925-1,,,,CFAR600,DRIL41.118,31,73,,2,20,5/20/16,,Goss' wilt,,
16GM1068,16GM,PBK CL13 R10827-2,,,,CFAR600,DRIL41.006,31,74,,2,20,5/20/16,,Goss' wilt,,
16GN0036,16GN,13.3.33031.00395.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_091,11,3,3,1,20,5/20/16,,Goss' wilt,,
16GN0035,16GN,13.3.33031.00298.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_009,11,4,3,1,20,5/20/16,,Goss' wilt,,
16GN0034,16GN,91:296-1,,,NC344,CFAR600,NC344,11,5,3,1,20,5/20/16,,Goss' wilt,,
16GN0033,16GN,13.3.33031.00526.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_190,11,6,3,1,20,5/20/16,,Goss' wilt,,
16GN0032,16GN,13.3.33031.00569.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_225,11,7,3,1,20,5/20/16,,Goss' wilt,,
16GN0031,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,11,8,3,1,20,5/20/16,,Goss' wilt,,
16GN0030,16GN,14.1.19716.00851.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_195,11,9,3,1,20,5/20/16,,Goss' wilt,,
16GN0029,16GN,14.1.19716.00748.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_080,11,10,3,1,20,5/20/16,,Goss' wilt,,
16GN0028,16GN,13.3.33031.00318.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_026,11,11,3,1,20,5/20/16,,Goss' wilt,,
16GN0027,16GN,14.1.19716.00861.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_210,11,12,3,1,20,5/20/16,,Goss' wilt,,
16GN0026,16GN,13.3.33031.00329.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_036,11,13,3,1,20,5/20/16,,Goss' wilt,,
16GN0025,16GN,14.1.19716.00791.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_130,11,14,3,1,20,5/20/16,,Goss' wilt,,
16GN0024,16GN,13.3.33031.00540.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_202,11,15,2,1,20,5/20/16,,Goss' wilt,,
16GN0023,16GN,13.3.33031.00516.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_181,11,16,2,1,20,5/20/16,,Goss' wilt,,
16GN0022,16GN,13.3.33031.00373.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_072,11,17,2,1,20,5/20/16,,Goss' wilt,,
16GN0021,16GN,14.1.19716.00875.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_232,11,18,2,1,20,5/20/16,,Goss' wilt,,
16GN0020,16GN,14.1.19716.00804.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_142,11,19,2,1,20,5/20/16,,Goss' wilt,,
16GN0019,16GN,14.1.19716.00876.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_236,11,20,2,1,20,5/20/16,,Goss' wilt,,
16GN0018,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,11,21,2,1,20,5/20/16,,Goss' wilt,,
16GN0017,16GN,13.3.33031.00369.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_068,11,22,2,1,20,5/20/16,,Goss' wilt,,
16GN0016,16GN,91:296-1,,,NC344,CFAR600,NC344,11,23,2,1,20,5/20/16,,Goss' wilt,,
16GN0015,16GN,14.1.19716.00781.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_125,11,24,2,1,20,5/20/16,,Goss' wilt,,
16GN0014,16GN,14.1.19716.00730.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_057,11,25,2,1,20,5/20/16,,Goss' wilt,,
16GN0013,16GN,13.3.33031.00388.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_086,11,26,2,1,20,5/20/16,,Goss' wilt,,
16GN0012,16GN,13.3.33031.00543.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_205,11,27,1,1,20,5/20/16,,Goss' wilt,,
16GN0011,16GN,14.1.19716.00815.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_155,11,28,1,1,20,5/20/16,,Goss' wilt,,
16GN0010,16GN,14.1.19716.00834.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_174,11,29,1,1,20,5/20/16,,Goss' wilt,,
16GN0009,16GN,13.3.33031.00330.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_037,11,30,1,1,20,5/20/16,,Goss' wilt,,
16GN0008,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,11,31,1,1,20,5/20/16,,Goss' wilt,,
16GN0007,16GN,91:296-1,,,NC344,CFAR600,NC344,11,32,1,1,20,5/20/16,,Goss' wilt,,
16GN0006,16GN,13.3.33031.00599.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_255,11,33,1,1,20,5/20/16,,Goss' wilt,,
16GN0005,16GN,13.3.33031.00416.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_109,11,34,1,1,20,5/20/16,,Goss' wilt,,
16GN0004,16GN,14.1.19716.00706.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_030,11,35,1,1,20,5/20/16,,Goss' wilt,,
16GN0003,16GN,14.1.19716.00776.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_120,11,36,1,1,20,5/20/16,,Goss' wilt,,
16GN0002,16GN,13.3.33031.00603.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_259,11,37,1,1,20,5/20/16,,Goss' wilt,,
16GN0001,16GN,13.3.33031.00512.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_177,11,38,1,1,20,5/20/16,,Goss' wilt,,
16GN0037,16GN,91:296-1,,,NC344,CFAR600,NC344,12,3,4,1,20,5/20/16,,Goss' wilt,,
16GN0038,16GN,13.3.33031.00561.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_219,12,4,4,1,20,5/20/16,,Goss' wilt,,
16GN0039,16GN,13.3.33031.00331.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_038,12,5,4,1,20,5/20/16,,Goss' wilt,,
16GN0040,16GN,13.3.33031.00288.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_001,12,6,4,1,20,5/20/16,,Goss' wilt,,
16GN0041,16GN,13.3.33031.00544.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_206,12,7,4,1,20,5/20/16,,Goss' wilt,,
16GN0042,16GN,13.3.33031.00358.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_060,12,8,4,1,20,5/20/16,,Goss' wilt,,
16GN0043,16GN,13.3.33031.00311.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_020,12,9,4,1,20,5/20/16,,Goss' wilt,,
16GN0044,16GN,13.3.33031.00536.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_198,12,10,4,1,20,5/20/16,,Goss' wilt,,
16GN0045,16GN,14.1.19716.00820.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_158,12,11,4,1,20,5/20/16,,Goss' wilt,,
16GN0046,16GN,14.1.19716.00722.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_048,12,12,4,1,20,5/20/16,,Goss' wilt,,
16GN0047,16GN,13.3.33031.00595.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_251,12,13,4,1,20,5/20/16,,Goss' wilt,,
16GN0048,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,14,4,1,20,5/20/16,,Goss' wilt,,
16GN0049,16GN,14.1.19716.00707.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_031,12,15,5,1,20,5/20/16,,Goss' wilt,,
16GN0050,16GN,13.3.33031.00514.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_179,12,16,5,1,20,5/20/16,,Goss' wilt,,
16GN0051,16GN,13.3.33031.00602.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_258,12,17,5,1,20,5/20/16,,Goss' wilt,,
16GN0052,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,18,5,1,20,5/20/16,,Goss' wilt,,
16GN0053,16GN,14.1.19716.00844.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_187,12,19,5,1,20,5/20/16,,Goss' wilt,,
16GN0054,16GN,13.3.33031.00291.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_004,12,20,5,1,20,5/20/16,,Goss' wilt,,
16GN0055,16GN,13.3.33031.00417.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_110,12,21,5,1,20,5/20/16,,Goss' wilt,,
16GN0056,16GN,14.1.19716.00756.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_090,12,22,5,1,20,5/20/16,,Goss' wilt,,
16GN0057,16GN,14.1.19716.00881.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_246,12,23,5,1,20,5/20/16,,Goss' wilt,,
16GN0058,16GN,91:296-1,,,NC344,CFAR600,NC344,12,24,5,1,20,5/20/16,,Goss' wilt,,
16GN0059,16GN,13.3.33031.00387.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_085,12,25,5,1,20,5/20/16,,Goss' wilt,,
16GN0060,16GN,14.1.19716.00830.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_169,12,26,5,1,20,5/20/16,,Goss' wilt,,
16GN0061,16GN,13.3.33031.00321.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_029,12,27,6,1,20,5/20/16,,Goss' wilt,,
16GN0062,16GN,14.1.19716.00715.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_042,12,28,6,1,20,5/20/16,,Goss' wilt,,
16GN0063,16GN,13.3.33031.00604.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_260,12,29,6,1,20,5/20/16,,Goss' wilt,,
16GN0064,16GN,13.3.33031.00563.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_220,12,30,6,1,20,5/20/16,,Goss' wilt,,
16GN0065,16GN,13.3.33031.00382.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_081,12,31,6,1,20,5/20/16,,Goss' wilt,,
16GN0066,16GN,91:296-1,,,NC344,CFAR600,NC344,12,32,6,1,20,5/20/16,,Goss' wilt,,
16GN0067,16GN,14.1.19716.00718.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_045,12,33,6,1,20,5/20/16,,Goss' wilt,,
16GN0068,16GN,13.3.33031.00449.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_131,12,34,6,1,20,5/20/16,,Goss' wilt,,
16GN0069,16GN,13.3.33031.00601.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_257,12,35,6,1,20,5/20/16,,Goss' wilt,,
16GN0070,16GN,13.3.33031.00342.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_047,12,36,6,1,20,5/20/16,,Goss' wilt,,
16GN0071,16GN,13.3.33031.00550.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_211,12,37,6,1,20,5/20/16,,Goss' wilt,,
16GN0072,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,38,6,1,20,5/20/16,,Goss' wilt,,
16GN0073,16GN,13.3.33031.00573.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_229,12,39,7,1,20,5/20/16,,Goss' wilt,,
16GN0074,16GN,13.3.33031.00530.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_193,12,40,7,1,20,5/20/16,,Goss' wilt,,
16GN0075,16GN,14.1.19716.00848.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_191,12,41,7,1,20,5/20/16,,Goss' wilt,,
16GN0076,16GN,13.3.33031.00484.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_156,12,42,7,1,20,5/20/16,,Goss' wilt,,
16GN0077,16GN,13.3.33031.00374.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_073,12,43,7,1,20,5/20/16,,Goss' wilt,,
16GN0078,16GN,14.1.19716.00745.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_076,12,44,7,1,20,5/20/16,,Goss' wilt,,
16GN0079,16GN,91:296-1,,,NC344,CFAR600,NC344,12,45,7,1,20,5/20/16,,Goss' wilt,,
16GN0080,16GN,13.3.33031.00437.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_126,12,46,7,1,20,5/20/16,,Goss' wilt,,
16GN0081,16GN,14.1.19716.00874.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_226,12,47,7,1,20,5/20/16,,Goss' wilt,,
16GN0082,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,48,7,1,20,5/20/16,,Goss' wilt,,
16GN0083,16GN,14.1.19716.00775.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_118,12,49,7,1,20,5/20/16,,Goss' wilt,,
16GN0084,16GN,14.1.19716.00717.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_044,12,50,7,1,20,5/20/16,,Goss' wilt,,
16GN0085,16GN,13.3.33031.00591.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_247,12,51,8,1,20,5/20/16,,Goss' wilt,,
16GN0086,16GN,13.3.33031.00575.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_231,12,52,8,1,20,5/20/16,,Goss' wilt,,
16GN0087,16GN,13.3.33031.00585.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_241,12,53,8,1,20,5/20/16,,Goss' wilt,,
16GN0088,16GN,14.1.19716.00872.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_223,12,54,8,1,20,5/20/16,,Goss' wilt,,
16GN0089,16GN,13.3.33031.00301.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_012,12,55,8,1,20,5/20/16,,Goss' wilt,,
16GN0090,16GN,14.1.19716.00700.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_013,12,56,8,1,20,5/20/16,,Goss' wilt,,
16GN0091,16GN,91:296-1,,,NC344,CFAR600,NC344,12,57,8,1,20,5/20/16,,Goss' wilt,,
16GN0092,16GN,13.3.33031.00594.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_250,12,58,8,1,20,5/20/16,,Goss' wilt,,
16GN0093,16GN,14.1.19716.00810.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_152,12,59,8,1,20,5/20/16,,Goss' wilt,,
16GN0094,16GN,14.1.19716.00729.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_056,12,60,8,1,20,5/20/16,,Goss' wilt,,
16GN0095,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,61,8,1,20,5/20/16,,Goss' wilt,,
16GN0096,16GN,14.1.19716.00772.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_116,12,62,8,1,20,5/20/16,,Goss' wilt,,
16GN0097,16GN,13.3.33031.00507.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_175,12,63,9,1,20,5/20/16,,Goss' wilt,,
16GN0098,16GN,91:296-1,,,NC344,CFAR600,NC344,12,64,9,1,20,5/20/16,,Goss' wilt,,
16GN0099,16GN,14.1.19716.00871.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_222,12,65,9,1,20,5/20/16,,Goss' wilt,,
16GN0100,16GN,14.1.19716.00704.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_024,12,66,9,1,20,5/20/16,,Goss' wilt,,
16GN0101,16GN,14.1.19716.00762.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_099,12,67,9,1,20,5/20/16,,Goss' wilt,,
16GN0102,16GN,14.1.19716.00712.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_039,12,68,9,1,20,5/20/16,,Goss' wilt,,
16GN0103,16GN,13.3.33031.00327.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_034,12,69,9,1,20,5/20/16,,Goss' wilt,,
16GN0104,16GN,13.3.33031.00472.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_149,12,70,9,1,20,5/20/16,,Goss' wilt,,
16GN0105,16GN,14.1.19716.00723.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_049,12,71,9,1,20,5/20/16,,Goss' wilt,,
16GN0106,16GN,021:489(x)-2,,,Oh7B,CFAR600,Oh7B,12,72,9,1,20,5/20/16,,Goss' wilt,,
16GN0107,16GN,14.1.19716.00744.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_075,12,73,9,1,20,5/20/16,,Goss' wilt,,
16GN0108,16GN,14.1.19716.00833.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_173,12,74,9,1,20,5/20/16,,Goss' wilt,,
16GN0180,16GN,14.1.19716.00867.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_217,13,3,15,1,20,5/20/16,,Goss' wilt,,
16GN0179,16GN,13.3.33031.00296.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_007,13,4,15,1,20,5/20/16,,Goss' wilt,,
16GN0178,16GN,13.3.33031.00577.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_233,13,5,15,1,20,5/20/16,,Goss' wilt,,
16GN0177,16GN,13.3.33031.00593.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_249,13,6,15,1,20,5/20/16,,Goss' wilt,,
16GN0176,16GN,14.1.19716.00856.0000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_203,13,7,15,1,20,5/20/16,,Goss' wilt,,
16GN0175,16GN,91:296-2,,,NC344,CFAR600,NC344,13,8,15,1,20,5/20/16,,Goss' wilt,,
16GN0174,16GN,13.3.33031.00438.000000,,,(NC344 / Oh7B // Oh7B*3)-s1-s1-s1-s1-h0,CFAR600,DRIL_78_127,13,9,15,1,20,5/20/16,,Goss' wilt,,
