1,1,70,1,No Collection,No Collection,No Collection
21760,53839,24,1,NULL,Field Harvest,No comments
21761,53840,24,1,NULL,Field Harvest,No comments
21762,53841,24,1,NULL,Field Harvest,No comments
21763,53842,24,1,NULL,Field Harvest,No comments
21764,53843,24,1,NULL,Field Harvest,No comments
21765,53844,24,1,NULL,Field Harvest,No comments
21766,53845,24,1,NULL,Field Harvest,No comments
21767,53846,24,1,NULL,Field Harvest,No comments
21768,53847,24,1,NULL,Field Harvest,No comments
21769,53848,24,1,NULL,Field Harvest,No comments
21770,53850,24,1,NULL,Field Harvest,No comments
21771,53851,24,1,NULL,Field Harvest,No comments
21772,53852,24,1,NULL,Field Harvest,No comments
21773,53853,24,1,NULL,Field Harvest,No comments
21774,53854,24,1,NULL,Field Harvest,No comments
21775,53855,24,1,NULL,Field Harvest,No comments
21776,53856,24,1,NULL,Field Harvest,No comments
21777,53857,24,1,NULL,Field Harvest,No comments
21778,53858,24,1,NULL,Field Harvest,No comments
21779,53859,24,1,NULL,Field Harvest,No comments
21780,53860,24,1,NULL,Field Harvest,No comments
21781,53861,24,1,NULL,Field Harvest,No comments
21782,53862,24,1,NULL,Field Harvest,No comments
21783,53863,24,1,NULL,Field Harvest,No comments
21784,53864,24,1,NULL,Field Harvest,No comments
21785,53865,24,1,NULL,Field Harvest,No comments
21786,53866,24,1,NULL,Field Harvest,No comments
21787,53868,24,1,NULL,Field Harvest,No comments
21788,53869,24,1,NULL,Field Harvest,No comments
21789,53870,24,1,NULL,Field Harvest,No comments
21790,53871,24,1,NULL,Field Harvest,No comments
21791,53872,24,1,NULL,Field Harvest,No comments
21792,53873,24,1,NULL,Field Harvest,No comments
21793,53874,24,1,NULL,Field Harvest,No comments
21794,53875,24,1,NULL,Field Harvest,No comments
21795,53876,24,1,NULL,Field Harvest,No comments
21796,53877,24,1,NULL,Field Harvest,No comments
21797,53878,24,1,NULL,Field Harvest,No comments
21798,53879,24,1,NULL,Field Harvest,No comments
21799,53880,24,1,NULL,Field Harvest,No comments
21800,53881,24,1,NULL,Field Harvest,No comments
21801,53882,24,1,NULL,Field Harvest,No comments
21802,53883,24,1,NULL,Field Harvest,No comments
21803,53885,24,1,NULL,Field Harvest,No comments
21804,53886,24,1,NULL,Field Harvest,No comments
21805,53887,24,1,NULL,Field Harvest,No comments
21806,53889,24,1,NULL,Field Harvest,No comments
21807,53890,24,1,NULL,Field Harvest,No comments
21808,53891,24,1,NULL,Field Harvest,No comments
21809,53892,24,1,NULL,Field Harvest,No comments
21810,53893,24,1,NULL,Field Harvest,No comments
21811,53895,24,1,NULL,Field Harvest,No comments
21812,53896,24,1,NULL,Field Harvest,No comments
21813,53897,24,1,NULL,Field Harvest,No comments
21814,53898,24,1,NULL,Field Harvest,No comments
21815,53899,24,1,NULL,Field Harvest,No comments
21816,53900,24,1,NULL,Field Harvest,No comments
21817,53901,24,1,NULL,Field Harvest,No comments
21818,53902,24,1,NULL,Field Harvest,No comments
21819,53903,24,1,NULL,Field Harvest,No comments
21820,53904,24,1,NULL,Field Harvest,No comments
21821,53905,24,1,NULL,Field Harvest,No comments
21822,53906,24,1,NULL,Field Harvest,No comments
21823,53907,24,1,NULL,Field Harvest,No comments
21824,53908,24,1,NULL,Field Harvest,No comments
21825,53909,24,1,NULL,Field Harvest,No comments
21826,53910,24,1,NULL,Field Harvest,No comments
21827,53911,24,1,NULL,Field Harvest,No comments
21828,53912,24,1,NULL,Field Harvest,No comments
21829,53913,24,1,NULL,Field Harvest,No comments
21830,53914,24,1,NULL,Field Harvest,No comments
21831,53915,24,1,NULL,Field Harvest,No comments
21832,54031,2,1,3/21/2013 0:00,Field Harvest,No comments
21833,54032,2,1,3/21/2013 0:00,Field Harvest,No comments
21834,54033,2,1,3/21/2013 0:00,Field Harvest,No comments
21835,54034,2,1,3/21/2013 0:00,Field Harvest,No comments
21836,54035,2,1,3/21/2013 0:00,Field Harvest,No comments
21837,54036,2,1,3/21/2013 0:00,Field Harvest,No comments
21838,54037,8,1,3/21/2013 0:00,Field Harvest,No comments
21839,54038,8,1,3/21/2013 0:00,Field Harvest,No comments
21840,54039,8,1,3/21/2013 0:00,Field Harvest,No comments
21841,54040,26,1,NULL,Field Harvest,No comments
21842,54041,26,1,NULL,Field Harvest,No comments
21843,54042,22,1,NULL,Field Harvest,No comments
21844,54043,22,1,NULL,Field Harvest,No comments
21845,54044,22,1,NULL,Field Harvest,No comments
21846,54045,22,1,NULL,Field Harvest,No comments
21847,54046,22,1,NULL,Field Harvest,No comments
21848,54047,22,1,NULL,Field Harvest,No comments
21849,54048,22,1,NULL,Field Harvest,No comments
21850,54049,22,1,NULL,Field Harvest,No comments
21851,54050,22,1,NULL,Field Harvest,No comments
21852,54051,22,1,NULL,Field Harvest,No comments
21853,54052,22,1,NULL,Field Harvest,No comments
21854,54053,22,1,NULL,Field Harvest,No comments
21855,54054,22,1,NULL,Field Harvest,No comments
21856,54055,22,1,NULL,Field Harvest,No comments
21857,54056,22,1,NULL,Field Harvest,No comments
21858,54057,22,1,NULL,Field Harvest,No comments
21859,54058,22,1,NULL,Field Harvest,No comments
21860,54059,22,1,NULL,Field Harvest,No comments
21861,54060,22,1,NULL,Field Harvest,No comments
21862,54061,22,1,NULL,Field Harvest,No comments
21863,54062,22,1,NULL,Field Harvest,No comments
21864,54063,22,1,NULL,Field Harvest,No comments
21865,54064,22,1,NULL,Field Harvest,No comments
21866,54065,22,1,NULL,Field Harvest,No comments
21867,54066,22,1,NULL,Field Harvest,No comments
21868,54067,22,1,NULL,Field Harvest,No comments
21869,54068,22,1,NULL,Field Harvest,No comments
21870,54069,22,1,NULL,Field Harvest,No comments
21871,54070,22,1,NULL,Field Harvest,No comments
21872,54071,22,1,NULL,Field Harvest,No comments
21873,54072,22,1,NULL,Field Harvest,No comments
21874,54073,22,1,NULL,Field Harvest,No comments
21875,54074,22,1,NULL,Field Harvest,No comments
21876,54075,22,1,NULL,Field Harvest,No comments
21877,54076,22,1,NULL,Field Harvest,No comments
21878,54077,22,1,NULL,Field Harvest,No comments
21879,54078,22,1,NULL,Field Harvest,No comments
21880,54079,22,1,NULL,Field Harvest,No comments
21881,54080,22,1,NULL,Field Harvest,No comments
21882,54081,22,1,NULL,Field Harvest,No comments
21883,54082,22,1,NULL,Field Harvest,No comments
21884,54083,22,1,NULL,Field Harvest,No comments
21885,54084,22,1,NULL,Field Harvest,No comments
21886,54085,22,1,NULL,Field Harvest,No comments
21887,54086,22,1,NULL,Field Harvest,No comments
21888,54087,22,1,NULL,Field Harvest,No comments
21889,54088,22,1,NULL,Field Harvest,No comments
21890,54089,22,1,NULL,Field Harvest,No comments
21891,54090,22,1,NULL,Field Harvest,No comments
21892,54091,22,1,NULL,Field Harvest,No comments
21893,54092,22,1,NULL,Field Harvest,No comments
21894,54093,22,1,NULL,Field Harvest,No comments
21895,54094,22,1,NULL,Field Harvest,No comments
21896,54095,22,1,NULL,Field Harvest,No comments
21897,54096,22,1,NULL,Field Harvest,No comments
21898,54097,22,1,NULL,Field Harvest,No comments
21899,54098,22,1,NULL,Field Harvest,No comments
21900,54099,22,1,NULL,Field Harvest,No comments
21901,54100,22,1,NULL,Field Harvest,No comments
21902,54101,22,1,NULL,Field Harvest,No comments
21903,54102,22,1,NULL,Field Harvest,No comments
21904,54103,22,1,NULL,Field Harvest,No comments
21905,54104,22,1,NULL,Field Harvest,No comments
21906,54105,22,1,NULL,Field Harvest,No comments
21907,54106,22,1,NULL,Field Harvest,No comments
21908,54107,22,1,NULL,Field Harvest,No comments
21909,54108,22,1,NULL,Field Harvest,No comments
21910,54109,22,1,NULL,Field Harvest,No comments
21911,54110,22,1,NULL,Field Harvest,No comments
21912,54111,22,1,NULL,Field Harvest,No comments
21913,54112,22,1,NULL,Field Harvest,No comments
21914,54113,22,1,NULL,Field Harvest,No comments
21915,54114,22,1,NULL,Field Harvest,No comments
21916,54115,22,1,NULL,Field Harvest,No comments
21917,54116,22,1,NULL,Field Harvest,No comments
21918,54117,22,1,NULL,Field Harvest,No comments
21919,54118,22,1,NULL,Field Harvest,No comments
21920,54119,22,1,NULL,Field Harvest,No comments
21921,54120,22,1,NULL,Field Harvest,No comments
21922,54121,22,1,NULL,Field Harvest,No comments
21923,54122,22,1,NULL,Field Harvest,No comments
21924,54123,22,1,NULL,Field Harvest,No comments
21925,54124,22,1,NULL,Field Harvest,No comments
21926,54125,22,1,NULL,Field Harvest,No comments
21927,54126,22,1,NULL,Field Harvest,No comments
21928,54127,22,1,NULL,Field Harvest,No comments
21929,54128,22,1,NULL,Field Harvest,No comments
21930,54129,22,1,NULL,Field Harvest,No comments
21931,54130,22,1,NULL,Field Harvest,No comments
21932,54131,22,1,NULL,Field Harvest,No comments
21933,54132,22,1,NULL,Field Harvest,No comments
21934,54133,22,1,NULL,Field Harvest,No comments
21935,54134,22,1,NULL,Field Harvest,No comments
21936,54135,22,1,NULL,Field Harvest,No comments
21937,54136,22,1,NULL,Field Harvest,No comments
21938,54137,22,1,NULL,Field Harvest,No comments
21939,54138,22,1,NULL,Field Harvest,No comments
21940,54139,22,1,NULL,Field Harvest,No comments
21941,54140,22,1,NULL,Field Harvest,No comments
21942,54141,22,1,NULL,Field Harvest,No comments
21943,54142,22,1,NULL,Field Harvest,No comments
21944,54143,22,1,NULL,Field Harvest,No comments
21945,54144,22,1,NULL,Field Harvest,No comments
21946,54145,22,1,NULL,Field Harvest,No comments
21947,54146,22,1,NULL,Field Harvest,No comments
21948,54147,22,1,NULL,Field Harvest,No comments
21949,54148,22,1,NULL,Field Harvest,No comments
21950,54149,22,1,NULL,Field Harvest,No comments
21951,54150,22,1,NULL,Field Harvest,No comments
21952,54151,22,1,NULL,Field Harvest,No comments
21953,54152,22,1,NULL,Field Harvest,No comments
21954,54153,22,1,NULL,Field Harvest,No comments
21955,54154,22,1,NULL,Field Harvest,No comments
21956,54155,22,1,NULL,Field Harvest,No comments
21957,54156,22,1,NULL,Field Harvest,No comments
21958,54157,22,1,NULL,Field Harvest,No comments
21959,54158,22,1,NULL,Field Harvest,No comments
21960,54159,22,1,NULL,Field Harvest,No comments
21961,54160,22,1,NULL,Field Harvest,No comments
21962,54161,22,1,NULL,Field Harvest,No comments
21963,54162,22,1,NULL,Field Harvest,No comments
21964,54163,22,1,NULL,Field Harvest,No comments
21965,54164,22,1,NULL,Field Harvest,No comments
21966,54165,22,1,NULL,Field Harvest,No comments
21967,54166,22,1,NULL,Field Harvest,No comments
21968,54167,22,1,NULL,Field Harvest,No comments
21969,54168,22,1,NULL,Field Harvest,No comments
21970,54169,22,1,NULL,Field Harvest,No comments
21971,54170,22,1,NULL,Field Harvest,No comments
21972,54171,22,1,NULL,Field Harvest,No comments
21973,54172,22,1,NULL,Field Harvest,No comments
21974,54173,22,1,NULL,Field Harvest,No comments
21975,54174,22,1,NULL,Field Harvest,No comments
21976,54175,22,1,NULL,Field Harvest,No comments
21977,54176,22,1,NULL,Field Harvest,No comments
21978,54177,22,1,NULL,Field Harvest,No comments
21979,54178,22,1,NULL,Field Harvest,No comments
21980,54179,22,1,NULL,Field Harvest,No comments
21981,54180,22,1,NULL,Field Harvest,No comments
21982,54181,22,1,NULL,Field Harvest,No comments
21983,54182,22,1,NULL,Field Harvest,No comments
21984,54183,22,1,NULL,Field Harvest,No comments
21985,54184,22,1,NULL,Field Harvest,No comments
21986,54185,22,1,NULL,Field Harvest,No comments
21987,54186,22,1,NULL,Field Harvest,No comments
21988,54187,22,1,NULL,Field Harvest,No comments
21989,54188,22,1,NULL,Field Harvest,No comments
21990,54189,22,1,NULL,Field Harvest,No comments
21991,54190,22,1,NULL,Field Harvest,No comments
21992,54191,22,1,NULL,Field Harvest,No comments
21993,54192,22,1,NULL,Field Harvest,No comments
21994,54193,22,1,NULL,Field Harvest,No comments
21995,54194,22,1,NULL,Field Harvest,No comments
21996,54195,22,1,NULL,Field Harvest,No comments
21997,54196,22,1,NULL,Field Harvest,No comments
21998,54197,22,1,NULL,Field Harvest,No comments
21999,54198,22,1,NULL,Field Harvest,No comments
22000,54199,22,1,NULL,Field Harvest,No comments
22001,54200,22,1,NULL,Field Harvest,No comments
22002,54201,22,1,NULL,Field Harvest,No comments
22003,54202,22,1,NULL,Field Harvest,No comments
22004,54203,22,1,NULL,Field Harvest,No comments
22005,54204,22,1,NULL,Field Harvest,No comments
22006,54205,22,1,NULL,Field Harvest,No comments
22007,54206,22,1,NULL,Field Harvest,No comments
22008,54207,22,1,NULL,Field Harvest,No comments
22009,54208,22,1,NULL,Field Harvest,No comments
22010,54209,22,1,NULL,Field Harvest,No comments
22011,54210,22,1,NULL,Field Harvest,No comments
22012,54211,22,1,NULL,Field Harvest,No comments
22013,54212,22,1,NULL,Field Harvest,No comments
22014,54213,22,1,NULL,Field Harvest,No comments
22015,54214,22,1,NULL,Field Harvest,No comments
22016,54215,22,1,NULL,Field Harvest,No comments
22017,54216,22,1,NULL,Field Harvest,No comments
22018,54217,22,1,NULL,Field Harvest,No comments
22019,54218,22,1,NULL,Field Harvest,No comments
22020,54219,22,1,NULL,Field Harvest,No comments
22021,54220,22,1,NULL,Field Harvest,No comments
22022,54221,22,1,NULL,Field Harvest,No comments
22023,54222,22,1,NULL,Field Harvest,No comments
22024,54223,22,1,NULL,Field Harvest,No comments
22025,54224,22,1,NULL,Field Harvest,No comments
22026,54225,22,1,NULL,Field Harvest,No comments
22027,54226,22,1,NULL,Field Harvest,No comments
22028,54227,22,1,NULL,Field Harvest,No comments
22029,54228,22,1,NULL,Field Harvest,No comments
22030,54229,22,1,NULL,Field Harvest,No comments
22031,54230,22,1,NULL,Field Harvest,No comments
22032,54231,22,1,NULL,Field Harvest,No comments
22033,54232,22,1,NULL,Field Harvest,No comments
22034,54233,22,1,NULL,Field Harvest,No comments
22035,54234,22,1,NULL,Field Harvest,No comments
22036,54235,22,1,NULL,Field Harvest,No comments
22037,54236,22,1,NULL,Field Harvest,No comments
22038,54237,22,1,NULL,Field Harvest,No comments
22039,54238,22,1,NULL,Field Harvest,No comments
22040,54239,22,1,NULL,Field Harvest,No comments
22041,54240,22,1,NULL,Field Harvest,No comments
22042,54241,22,1,NULL,Field Harvest,No comments
22043,54242,22,1,NULL,Field Harvest,No comments
22044,54243,22,1,NULL,Field Harvest,No comments
22045,54244,22,1,NULL,Field Harvest,No comments
22046,54245,22,1,NULL,Field Harvest,No comments
22047,54246,22,1,NULL,Field Harvest,No comments
22048,54247,22,1,NULL,Field Harvest,No comments
22049,54248,22,1,NULL,Field Harvest,No comments
22050,54249,22,1,NULL,Field Harvest,No comments
22051,54250,22,1,NULL,Field Harvest,No comments
22052,54251,22,1,NULL,Field Harvest,No comments
22053,54252,22,1,NULL,Field Harvest,No comments
22054,54253,22,1,NULL,Field Harvest,No comments
22055,54254,22,1,NULL,Field Harvest,No comments
22056,54255,22,1,NULL,Field Harvest,No comments
22057,54256,22,1,NULL,Field Harvest,No comments
22058,54257,22,1,NULL,Field Harvest,No comments
22059,54258,22,1,NULL,Field Harvest,No comments
22060,54259,22,1,NULL,Field Harvest,No comments
22061,54260,22,1,NULL,Field Harvest,No comments
22062,54261,22,1,NULL,Field Harvest,No comments
22063,54262,22,1,NULL,Field Harvest,No comments
22064,54263,22,1,NULL,Field Harvest,No comments
22065,54264,22,1,NULL,Field Harvest,No comments
22066,54265,22,1,NULL,Field Harvest,No comments
22067,54266,22,1,NULL,Field Harvest,No comments
22068,54267,22,1,NULL,Field Harvest,No comments
22069,54268,22,1,NULL,Field Harvest,No comments
22070,54269,22,1,NULL,Field Harvest,No comments
22071,54270,22,1,NULL,Field Harvest,No comments
22072,54271,22,1,NULL,Field Harvest,No comments
22073,54272,22,1,NULL,Field Harvest,No comments
22074,54273,22,1,NULL,Field Harvest,No comments
22075,54274,22,1,NULL,Field Harvest,No comments
22076,54275,22,1,NULL,Field Harvest,No comments
22077,54276,22,1,NULL,Field Harvest,No comments
22078,54277,22,1,NULL,Field Harvest,No comments
22079,54278,22,1,NULL,Field Harvest,No comments
22080,54279,22,1,NULL,Field Harvest,No comments
22081,54280,22,1,NULL,Field Harvest,No comments
22082,54281,22,1,NULL,Field Harvest,No comments
22083,54282,22,1,NULL,Field Harvest,No comments
22084,54283,22,1,NULL,Field Harvest,No comments
22085,54284,22,1,NULL,Field Harvest,No comments
22086,54285,22,1,NULL,Field Harvest,No comments
22087,54286,22,1,NULL,Field Harvest,No comments
22088,54287,22,1,NULL,Field Harvest,No comments
22089,54288,22,1,NULL,Field Harvest,No comments
22090,54289,22,1,NULL,Field Harvest,No comments
22091,54290,22,1,NULL,Field Harvest,No comments
22092,54291,22,1,NULL,Field Harvest,No comments
22093,54292,22,1,NULL,Field Harvest,No comments
22094,54293,22,1,NULL,Field Harvest,No comments
22095,54294,22,1,NULL,Field Harvest,No comments
22096,54295,22,1,NULL,Field Harvest,No comments
22097,54296,22,1,NULL,Field Harvest,No comments
22098,54297,22,1,NULL,Field Harvest,No comments
22099,54298,22,1,NULL,Field Harvest,No comments
22100,54299,22,1,NULL,Field Harvest,No comments
22101,54300,22,1,NULL,Field Harvest,No comments
22102,54301,22,1,NULL,Field Harvest,No comments
22103,54302,22,1,NULL,Field Harvest,No comments
22104,54303,22,1,NULL,Field Harvest,No comments
22105,54304,22,1,NULL,Field Harvest,No comments
22106,54305,22,1,NULL,Field Harvest,No comments
22107,54306,22,1,NULL,Field Harvest,No comments
22108,54307,22,1,NULL,Field Harvest,No comments
22109,54308,22,1,NULL,Field Harvest,No comments
22110,54309,22,1,NULL,Field Harvest,No comments
22111,54310,22,1,NULL,Field Harvest,No comments
22112,54311,22,1,NULL,Field Harvest,No comments
22113,54312,22,1,NULL,Field Harvest,No comments
22114,54313,22,1,NULL,Field Harvest,No comments
22115,54314,22,1,NULL,Field Harvest,No comments
22116,54315,22,1,NULL,Field Harvest,No comments
22117,54316,22,1,NULL,Field Harvest,No comments
22118,54317,22,1,NULL,Field Harvest,No comments
22119,54318,22,1,NULL,Field Harvest,No comments
22120,54319,22,1,NULL,Field Harvest,No comments
22121,54320,22,1,NULL,Field Harvest,No comments
22122,54321,22,1,NULL,Field Harvest,No comments
22123,54322,22,1,NULL,Field Harvest,No comments
22124,54323,22,1,NULL,Field Harvest,No comments
22125,54324,22,1,NULL,Field Harvest,No comments
22126,54325,22,1,NULL,Field Harvest,No comments
22127,54326,22,1,NULL,Field Harvest,No comments
22128,54327,22,1,NULL,Field Harvest,No comments
22129,54328,22,1,NULL,Field Harvest,No comments
22130,54329,22,1,NULL,Field Harvest,No comments
22131,54330,22,1,NULL,Field Harvest,No comments
22132,54331,22,1,NULL,Field Harvest,No comments
22133,54332,22,1,NULL,Field Harvest,No comments
22134,54333,22,1,NULL,Field Harvest,No comments
22135,54334,22,1,NULL,Field Harvest,No comments
22136,54335,22,1,NULL,Field Harvest,No comments
22137,54336,22,1,NULL,Field Harvest,No comments
22138,54337,22,1,NULL,Field Harvest,No comments
22139,54338,22,1,NULL,Field Harvest,No comments
22140,54339,22,1,NULL,Field Harvest,No comments
22141,54340,22,1,NULL,Field Harvest,No comments
22142,54341,22,1,NULL,Field Harvest,No comments
22143,54342,22,1,NULL,Field Harvest,No comments
22144,54343,22,1,NULL,Field Harvest,No comments
22145,54344,22,1,NULL,Field Harvest,No comments
22146,54345,22,1,NULL,Field Harvest,No comments
22147,54346,22,1,NULL,Field Harvest,No comments
22148,54347,22,1,NULL,Field Harvest,No comments
22149,54348,22,1,NULL,Field Harvest,No comments
22150,54349,22,1,NULL,Field Harvest,No comments
22151,54350,22,1,NULL,Field Harvest,No comments
22152,54351,22,1,NULL,Field Harvest,No comments
22153,54352,22,1,NULL,Field Harvest,No comments
22154,54353,22,1,NULL,Field Harvest,No comments
22155,54354,22,1,NULL,Field Harvest,No comments
22156,54355,22,1,NULL,Field Harvest,No comments
22157,54356,22,1,NULL,Field Harvest,No comments
22158,54357,22,1,NULL,Field Harvest,No comments
22159,54358,22,1,NULL,Field Harvest,No comments
22160,54359,22,1,NULL,Field Harvest,No comments
22161,54360,22,1,NULL,Field Harvest,No comments
22162,54361,22,1,NULL,Field Harvest,No comments
22163,54362,22,1,NULL,Field Harvest,No comments
22164,54363,22,1,NULL,Field Harvest,No comments
22165,54364,22,1,NULL,Field Harvest,No comments
22166,54365,22,1,NULL,Field Harvest,No comments
22167,54366,22,1,NULL,Field Harvest,No comments
22168,54367,22,1,NULL,Field Harvest,No comments
22169,54368,22,1,NULL,Field Harvest,No comments
22170,54369,22,1,NULL,Field Harvest,No comments
22171,54370,22,1,NULL,Field Harvest,No comments
22172,54371,22,1,NULL,Field Harvest,No comments
22173,54372,22,1,NULL,Field Harvest,No comments
22174,54373,22,1,NULL,Field Harvest,No comments
22175,54374,22,1,NULL,Field Harvest,No comments
22176,54375,22,1,NULL,Field Harvest,No comments
22177,54376,22,1,NULL,Field Harvest,No comments
22178,54377,22,1,NULL,Field Harvest,No comments
22179,54378,22,1,NULL,Field Harvest,No comments
22180,54379,22,1,NULL,Field Harvest,No comments
22181,54380,22,1,NULL,Field Harvest,No comments
22182,54381,22,1,NULL,Field Harvest,No comments
22183,54382,22,1,NULL,Field Harvest,No comments
22184,54383,22,1,NULL,Field Harvest,No comments
22185,54384,22,1,NULL,Field Harvest,No comments
22186,54385,22,1,NULL,Field Harvest,No comments
22187,54386,22,1,NULL,Field Harvest,No comments
22188,54387,22,1,NULL,Field Harvest,No comments
22189,54388,22,1,NULL,Field Harvest,No comments
22190,54389,22,1,NULL,Field Harvest,No comments
22191,54390,22,1,NULL,Field Harvest,No comments
22192,54391,22,1,NULL,Field Harvest,No comments
22193,54392,22,1,NULL,Field Harvest,No comments
22194,54393,22,1,NULL,Field Harvest,No comments
22195,54394,22,1,NULL,Field Harvest,No comments
22196,54395,22,1,NULL,Field Harvest,No comments
22197,54396,22,1,NULL,Field Harvest,No comments
22198,54397,22,1,NULL,Field Harvest,No comments
22199,54398,22,1,NULL,Field Harvest,No comments
22200,54399,22,1,NULL,Field Harvest,No comments
22201,54400,22,1,NULL,Field Harvest,No comments
22202,54401,22,1,NULL,Field Harvest,No comments
22203,54402,22,1,NULL,Field Harvest,No comments
22204,54403,22,1,NULL,Field Harvest,No comments
22205,54404,22,1,NULL,Field Harvest,No comments
22206,54405,22,1,NULL,Field Harvest,No comments
22207,54406,22,1,NULL,Field Harvest,No comments
22208,54407,22,1,NULL,Field Harvest,No comments
22209,54408,22,1,NULL,Field Harvest,No comments
22210,54409,22,1,NULL,Field Harvest,No comments
22211,54410,22,1,NULL,Field Harvest,No comments
22212,54411,22,1,NULL,Field Harvest,No comments
22213,54412,22,1,NULL,Field Harvest,No comments
22214,54413,22,1,NULL,Field Harvest,No comments
22215,54414,22,1,NULL,Field Harvest,No comments
22216,54415,22,1,NULL,Field Harvest,No comments
22217,54416,22,1,NULL,Field Harvest,No comments
22218,54417,22,1,NULL,Field Harvest,No comments
22219,54418,22,1,NULL,Field Harvest,No comments
22220,54419,22,1,NULL,Field Harvest,No comments
22221,54420,22,1,NULL,Field Harvest,No comments
22222,54421,22,1,NULL,Field Harvest,No comments
22223,54422,22,1,NULL,Field Harvest,No comments
22224,54423,22,1,NULL,Field Harvest,No comments
22225,54424,22,1,NULL,Field Harvest,No comments
22226,54425,22,1,NULL,Field Harvest,No comments
22227,54426,22,1,NULL,Field Harvest,No comments
22228,54427,22,1,NULL,Field Harvest,No comments
22229,54428,22,1,NULL,Field Harvest,No comments
22230,54429,22,1,NULL,Field Harvest,No comments
22231,54430,22,1,NULL,Field Harvest,No comments
22232,54431,22,1,NULL,Field Harvest,No comments
22233,54432,22,1,NULL,Field Harvest,No comments
22234,54433,22,1,NULL,Field Harvest,No comments
22235,54434,22,1,NULL,Field Harvest,No comments
22236,54435,22,1,NULL,Field Harvest,No comments
22237,54436,22,1,NULL,Field Harvest,No comments
22238,54437,22,1,NULL,Field Harvest,No comments
22239,54438,22,1,NULL,Field Harvest,No comments
22240,54439,22,1,NULL,Field Harvest,No comments
22241,54440,22,1,NULL,Field Harvest,No comments
22242,54441,22,1,NULL,Field Harvest,No comments
22243,54442,22,1,NULL,Field Harvest,No comments
22244,54443,22,1,NULL,Field Harvest,No comments
22245,54444,22,1,NULL,Field Harvest,No comments
22246,54445,22,1,NULL,Field Harvest,No comments
22247,54446,22,1,NULL,Field Harvest,No comments
22248,54447,22,1,NULL,Field Harvest,No comments
22249,54448,22,1,NULL,Field Harvest,No comments
22250,54449,22,1,NULL,Field Harvest,No comments
22251,54450,22,1,NULL,Field Harvest,No comments
22252,54451,22,1,NULL,Field Harvest,No comments
22253,54452,22,1,NULL,Field Harvest,No comments
22254,54453,22,1,NULL,Field Harvest,No comments
22255,54454,22,1,NULL,Field Harvest,No comments
22256,54455,22,1,NULL,Field Harvest,No comments
22257,54456,22,1,NULL,Field Harvest,No comments
22258,54457,22,1,NULL,Field Harvest,No comments
22259,54458,22,1,NULL,Field Harvest,No comments
22260,54459,22,1,NULL,Field Harvest,No comments
22261,54460,22,1,NULL,Field Harvest,No comments
22262,54461,22,1,NULL,Field Harvest,No comments
22263,54462,22,1,NULL,Field Harvest,No comments
22264,54463,22,1,NULL,Field Harvest,No comments
22265,54464,22,1,NULL,Field Harvest,No comments
22266,54465,22,1,NULL,Field Harvest,No comments
22267,54466,22,1,NULL,Field Harvest,No comments
22268,54467,22,1,NULL,Field Harvest,No comments
22269,54468,22,1,NULL,Field Harvest,No comments
22270,54469,22,1,NULL,Field Harvest,No comments
22271,54470,22,1,NULL,Field Harvest,No comments
22272,54471,22,1,NULL,Field Harvest,No comments
22273,54472,22,1,NULL,Field Harvest,No comments
22274,54473,22,1,NULL,Field Harvest,No comments
22275,54474,22,1,NULL,Field Harvest,No comments
22276,54475,22,1,NULL,Field Harvest,No comments
22277,54476,22,1,NULL,Field Harvest,No comments
22278,54477,22,1,NULL,Field Harvest,No comments
22279,54478,22,1,NULL,Field Harvest,No comments
22280,54479,22,1,NULL,Field Harvest,No comments
22281,54480,22,1,NULL,Field Harvest,No comments
22282,54481,22,1,NULL,Field Harvest,No comments
22283,54482,22,1,NULL,Field Harvest,No comments
22284,54483,22,1,NULL,Field Harvest,No comments
22285,54484,22,1,NULL,Field Harvest,No comments
22286,54485,22,1,NULL,Field Harvest,No comments
22287,54486,22,1,NULL,Field Harvest,No comments
22288,54487,22,1,NULL,Field Harvest,No comments
22289,54488,22,1,NULL,Field Harvest,No comments
22290,54489,22,1,NULL,Field Harvest,No comments
22291,54490,22,1,NULL,Field Harvest,No comments
22292,54491,22,1,NULL,Field Harvest,No comments
22293,54492,22,1,NULL,Field Harvest,No comments
22294,54493,22,1,NULL,Field Harvest,No comments
22295,54494,22,1,NULL,Field Harvest,No comments
22296,54495,22,1,NULL,Field Harvest,No comments
22297,54496,22,1,NULL,Field Harvest,No comments
22298,54497,22,1,NULL,Field Harvest,No comments
22299,54498,22,1,NULL,Field Harvest,No comments
22300,54499,22,1,NULL,Field Harvest,No comments
22301,54500,22,1,NULL,Field Harvest,No comments
22302,54501,22,1,NULL,Field Harvest,No comments
22303,54502,22,1,NULL,Field Harvest,No comments
22304,54503,22,1,NULL,Field Harvest,No comments
22305,54504,22,1,NULL,Field Harvest,No comments
22306,54505,22,1,NULL,Field Harvest,No comments
22307,54506,22,1,NULL,Field Harvest,No comments
22308,54507,22,1,NULL,Field Harvest,No comments
22309,54508,22,1,NULL,Field Harvest,No comments
22310,54509,22,1,NULL,Field Harvest,No comments
22311,54510,22,1,NULL,Field Harvest,No comments
22312,54511,22,1,NULL,Field Harvest,No comments
22313,54512,22,1,NULL,Field Harvest,No comments
22314,54513,22,1,NULL,Field Harvest,No comments
22315,54514,22,1,NULL,Field Harvest,No comments
